Unternehmen,Place ID,Direkter Bewertungslink,Google Maps Link,Status
Antalya Pizza & Kebaphaus,ChIJ6cJ5X1sGl0cR-urX9vFvO-o,https://search.google.com/local/writereview?placeid=ChIJ6cJ5X1sGl0cR-urX9vFvO-o,https://www.google.com/maps/search/?api=1&query=Antalya%20Pizza%20%26%20Kebaphaus&query_place_id=ChIJ6cJ5X1sGl0cR-urX9vFvO-o,Vorbereitet
